0,S0019103511004994-1382,1,2005–2010
0,S0019103511004994-1382,1,14 times
0,S0019103511004994-1382,1,as low as 25 km
0,S0019103511004994-1382,1,27 keV to 21 MeV
4,S0012821X13007309-1989,1,∼0.8
4,S0012821X13007309-1989,1,10 ppq
4,S0012821X13007309-1989,1,0.13
4,S0012821X13007309-1989,1,1 to 600 ppt
4,S0012821X13007309-1989,1,1 to 30 ppt
4,S0012821X13007309-1989,1,30 ppt
4,S0012821X13007309-1989,1,75%
4,S0012821X13007309-1989,1,25%
4,S0012821X13007309-1989,1,100 ppt
4,S0012821X13007309-1989,1,20 times
14,S0019103513005058-3094,1,last 3 byr
14,S0019103513005058-3094,1,∼2 m
14,S0019103513005058-3094,1,0.1%
14,S0019103513005058-3094,1,1.0–1.7 wt.%
14,S0019103513005058-3094,1,0.2–0.4 wt.%
14,S0019103513005058-3094,1,0.4–0.6 wt.%
20,S0016236113008041-3153,1,13 kg
20,S0016236113008041-3153,1,<2 ppm
22,S0019103512004009-4007,1,93%
22,S0019103512004009-4007,1,50 eV
22,S0019103512004009-4007,1,0.1
25,S0012821X12004384-1599,1,from 103 yrs
25,S0012821X12004384-1599,1,above 2618 m
27,S0016236113008041-3186,1,greater than 0.1 ppm
27,S0016236113008041-3186,1,0.06
27,S0016236113008041-3186,1,0.42
27,S0016236113008041-3186,1,0.74 ppm
27,S0016236113008041-3186,1,"4.5, 6 and 13 kg"
27,S0016236113008041-3186,1,<0.1 ppm
33,S0019103512003533-5251,1,below ∼460 K
33,S0019103512003533-5251,1,440 ± 50 K
33,S0019103512003533-5251,1,(563–624) ± 30 K
33,S0019103512003533-5251,1,up to around 650 K
33,S0019103512003533-5251,1,650 K
33,S0019103512003533-5251,1,⩽ 650 K
33,S0019103512003533-5251,1,> 650 K
40,S0016236113008041-3031,1,2
40,S0016236113008041-3031,1,eight
40,S0016236113008041-3031,1,from ∼20 to 40 ppm
40,S0016236113008041-3031,1,first
40,S0016236113008041-3031,1,∼15 ppm
40,S0016236113008041-3031,1,eight
40,S0016236113008041-3031,1,two
40,S0016236113008041-3031,1,five
40,S0016236113008041-3031,1,from ∼20 ppm to ∼180 ppm
40,S0016236113008041-3031,1,from ∼250 to ∼550 ppm
40,S0016236113008041-3031,1,from ∼200 to 400 ppm
40,S0016236113008041-3031,1,two
40,S0016236113008041-3031,1,eight
40,S0016236113008041-3031,1,five
40,S0016236113008041-3031,1,from ∼50 ppm to ∼150 ppm
55,S0012821X12004384-1405,1,20
55,S0012821X12004384-1405,1,0% to 80%
57,S0019103513005058-1737,1,1 g cm−3
57,S0019103513005058-1737,1,1.5–2.6 m
59,S0012821X12004384-1415,1,from 2632 to 2618 m
59,S0012821X12004384-1415,1,on average 5%
61,S0012821X13002185-1217,1,0.2 M
61,S0012821X13002185-1217,1,100 °C
61,S0012821X13002185-1217,1,40 min
61,S0012821X13002185-1217,1,up to 1 week
61,S0012821X13002185-1217,1,pH∼2
61,S0012821X13002185-1217,1,0.2 M
61,S0012821X13002185-1217,1,5% and 95%
61,S0012821X13002185-1217,1,six to eight
61,S0012821X13002185-1217,1,twenty
61,S0012821X13002185-1217,1,eight-second
61,S0012821X13002185-1217,1,1.26±0.2‰
61,S0012821X13002185-1217,1,mean and 2SD of 1.23±0.25‰
61,S0012821X13002185-1217,1,104
74,S0019103512002801-1824,1,between 6% and 13%
74,S0019103512002801-1824,1,6–8%
76,S0012821X13002185-1200,1,>100 μm
76,S0012821X13002185-1200,1,between 50 and 100
76,S0012821X13002185-1200,1,200 μL
79,S0016236113008041-967,1,"4.5 kg, 6 kg and 13 kg"
80,S0019103512004009-3962,1,8250 K
80,S0019103512004009-3962,1,1 μbar
80,S0019103512004009-3962,1,0.5
80,S0019103512004009-3962,1,5–10 times
80,S0019103512004009-3962,1,twice
85,S0012821X13002185-835,1,100 m
86,S0016236113008041-3290,1,<1 ppm
86,S0016236113008041-3290,1,0.63
86,S0016236113008041-3290,1,0.51 ppm
86,S0016236113008041-3290,1,1000 ppm
86,S0016236113008041-3290,1,0 and 2000 ppm
91,S0019103512004009-5019,1,30 nbar
91,S0019103512004009-5019,1,1000 K
91,S0019103512004009-5019,1,20 eV
91,S0019103512004009-5019,1,0.45 W m−2
95,S0012821X12004384-1302,1,Five
95,S0012821X12004384-1302,1,"2619.60, 2617.35, 2617.44, 2614.73, and 2614.71 m"
95,S0012821X12004384-1302,1,"2619.60, 2614.73, and 2614.71 m"
95,S0012821X12004384-1302,1,two
95,S0012821X12004384-1302,1,2619.60 and 2614.71
100,S0021979713004438-1415,1,25 ± 0.02 °C
101,S0019103512003533-5031,1,around 450 K
101,S0019103512003533-5031,1,around 180 K
101,S0019103512003533-5031,1,420 ± 30 K
101,S0019103512003533-5031,1,29.5°N
101,S0019103512003533-5031,1,488 ± 14 K
101,S0019103512003533-5031,1,of the order of 450 K
107,S0022000014000026-18167,1,7
107,S0022000014000026-18167,1,1-bit
107,S0022000014000026-18167,1,10%
110,S0016236113008041-3269,1,1000 and 2000 ppm
110,S0016236113008041-3269,1,0 to 1000 ppm
110,S0016236113008041-3269,1,1000 ppm
110,S0016236113008041-3269,1,0 and 2000 ppm
110,S0016236113008041-3269,1,1000 ppm
110,S0016236113008041-3269,1,135 ppm
110,S0016236113008041-3269,1,407 ppm
110,S0016236113008041-3269,1,0 and 2000 ppm
110,S0016236113008041-3269,1,close to 10 ppm
110,S0016236113008041-3269,1,9.4
110,S0016236113008041-3269,1,14.1
110,S0016236113008041-3269,1,66.8 ppm
110,S0016236113008041-3269,1,"0, 1000 and 2000 ppm"
123,S0016236113008041-913,1,"0 ppm, 1000 ppm and 2000 ppm"
123,S0016236113008041-913,1,13 kg
125,S0019103513005058-4210,1,2 m
125,S0019103513005058-4210,1,4.3 × 10−8 wt. %
125,S0019103513005058-4210,1,4.0 × 10−10 wt. %
125,S0019103513005058-4210,1,0.4–0.6 wt. %
125,S0019103513005058-4210,1,∼1:60
125,S0019103513005058-4210,1,∼1:1000
131,S0019103512002801-1927,1,0.1–0.2 s−1
131,S0019103512002801-1927,1,5–10 s
131,S0019103512002801-1927,1,10RRh
134,S0019103512003995-3548,1,1 μbar
134,S0019103512003995-3548,1,about 8250 K
134,S0019103512003995-3548,1,approximately 6000 K
134,S0019103512003995-3548,1,"11,000 K"
138,S0012821X13002185-1061,1,∼33.7 Ma
138,S0012821X13002185-1061,1,between 60% and 100%
138,S0012821X13002185-1061,1,∼400 ka
138,S0012821X13002185-1061,1,million-year
138,S0012821X13002185-1061,1,∼2 Ma
