0,S0019103511004994-1382,1,14 times
0,S0019103511004994-1382,1,25 km
0,S0019103511004994-1382,1,27 keV to 21 MeV
1,S0012821X13007309-1989,1,∼0.8
1,S0012821X13007309-1989,1,10 ppq
1,S0012821X13007309-1989,1,0.13
1,S0012821X13007309-1989,1,1 to 600 ppt
1,S0012821X13007309-1989,1,1 to 30 ppt
1,S0012821X13007309-1989,1,75%
1,S0012821X13007309-1989,1,25%
1,S0012821X13007309-1989,1,100 ppt
1,S0012821X13007309-1989,1,20 times
2,S0019103513005058-3094,1,1-D
2,S0019103513005058-3094,1,last 3 byr
2,S0019103513005058-3094,1,∼2 m
2,S0019103513005058-3094,1,0.1%
2,S0019103513005058-3094,1,1.0–1.7 wt.% SO42-
2,S0019103513005058-3094,1,0.2–0.4 wt.% N
2,S0019103513005058-3094,1,0.4–0.6 wt.% ClO4-
3,S0016236113008041-3153,1,13 kg
3,S0016236113008041-3153,1,<2 ppm
4,S0019103512004009-4007,1,93%
4,S0019103512004009-4007,1,50 eV
4,S0019103512004009-4007,1,0.1
4,S0019103512004009-4007,1,1–5Rp
5,S0012821X12004384-1599,1,103 yrs
5,S0012821X12004384-1599,1,2618 m
6,S0016236113008041-3186,1,0.1 ppm
6,S0016236113008041-3186,1,0.06 ppm
6,S0016236113008041-3186,1,0.42 ppm
6,S0016236113008041-3186,1,0.74 ppm
6,S0016236113008041-3186,1,<0.1 ppm
6,S0016236113008041-3186,1,4.5 kg
6,S0016236113008041-3186,1,6 kg
6,S0016236113008041-3186,1,13 kg
7,S0019103512003533-5251,1,∼460 K
7,S0019103512003533-5251,1,440 ± 50 K
7,S0019103512003533-5251,1,(563–624) ± 30 K
7,S0019103512003533-5251,1,650 K
7,S0019103512003533-5251,1,T ⩽ 650 K
7,S0019103512003533-5251,1,T > 650 K
8,S0016236113008041-3031,1,∼20 to 40 ppm
8,S0016236113008041-3031,1,∼15 ppm
8,S0016236113008041-3031,1,∼20 ppm to ∼180 ppm
8,S0016236113008041-3031,1,∼250 to ∼550 ppm
8,S0016236113008041-3031,1,∼200 to 400 ppm
8,S0016236113008041-3031,1,∼50 ppm to ∼150 ppm
9,S0012821X12004384-1405,1,20 specimens
9,S0012821X12004384-1405,1,0%
9,S0012821X12004384-1405,1,80%
10,S0019103513005058-1737,1,1 g cm−3
10,S0019103513005058-1737,1,1.5–2.6 m
11,S0012821X12004384-1415,1,2632 to 2618 m
11,S0012821X12004384-1415,1,5%
12,S0012821X13002185-1217,1,0.2 M
12,S0012821X13002185-1217,1,100 °C
12,S0012821X13002185-1217,1,40 min
12,S0012821X13002185-1217,1,1 week
12,S0012821X13002185-1217,1,0.2 M
12,S0012821X13002185-1217,1,pH∼2
12,S0012821X13002185-1217,1,m/Δm∼3500
12,S0012821X13002185-1217,1,twenty eight-second integrations
12,S0012821X13002185-1217,1,1.26±0.2‰
12,S0012821X13002185-1217,1,1.23±0.25‰
13,S0019103512002801-1824,1,6%
13,S0019103512002801-1824,1,13%
13,S0019103512002801-1824,1,6–8%
14,S0012821X13002185-1200,1,>100 μm
14,S0012821X13002185-1200,1,between 50 and 100
14,S0012821X13002185-1200,1,200 μL
15,S0016236113008041-967,1,4.5 kg
15,S0016236113008041-967,1,6 kg
15,S0016236113008041-967,1,13 kg
16,S0019103512004009-3962,1,8250 K
16,S0019103512004009-3962,1,1 μbar
16,S0019103512004009-3962,1,0.5
16,S0019103512004009-3962,1,5–10 times
16,S0019103512004009-3962,1,twice
17,S0012821X13002185-835,1,100 m
18,S0016236113008041-3290,1,<1 ppm
18,S0016236113008041-3290,1,0.63 ppm
18,S0016236113008041-3290,1,0.51 ppm
18,S0016236113008041-3290,1,1000 ppm
18,S0016236113008041-3290,1,0 ppm
18,S0016236113008041-3290,1,2000 ppm
19,S0019103512004009-5019,1,30 nbar
19,S0019103512004009-5019,1,1000 K
19,S0019103512004009-5019,1,20 eV
19,S0019103512004009-5019,1,0.45 W m−2
20,S0012821X12004384-1302,1,2619.60 m
20,S0012821X12004384-1302,1,2617.35 m
20,S0012821X12004384-1302,1,2617.44 m
20,S0012821X12004384-1302,1,2614.73 m
20,S0012821X12004384-1302,1,2614.71 m
20,S0012821X12004384-1302,1,three
21,S0021979713004438-1415,1,25 ± 0.02 °C
22,S0019103512003533-5031,1,450 K
22,S0019103512003533-5031,1,180 K
22,S0019103512003533-5031,1,420 ± 30 K
22,S0019103512003533-5031,1,488 ± 14 K
22,S0019103512003533-5031,1,450 K
23,S0022000014000026-18167,1,7
23,S0022000014000026-18167,1,5
23,S0022000014000026-18167,1,3f+1
23,S0022000014000026-18167,1,Ω(n2)
23,S0022000014000026-18167,1,10%
23,S0022000014000026-18167,1,Δ∈O(clogn)
23,S0022000014000026-18167,1,Δ∈O(logn)
23,S0022000014000026-18167,1,O(lognloglogn)
23,S0022000014000026-18167,1,O(loglogn)
23,S0022000014000026-18167,1,O(clogn)
24,S0016236113008041-3269,1,1000 ppm
24,S0016236113008041-3269,1,2000 ppm
24,S0016236113008041-3269,1,0 ppm
24,S0016236113008041-3269,1,1000 ppm
24,S0016236113008041-3269,1,0 ppm
24,S0016236113008041-3269,1,2000 ppm
24,S0016236113008041-3269,1,135 ppm
24,S0016236113008041-3269,1,407 ppm
24,S0016236113008041-3269,1,10 ppm
24,S0016236113008041-3269,1,9.4 ppm
24,S0016236113008041-3269,1,14.1 ppm
24,S0016236113008041-3269,1,66.8 ppm
25,S0016236113008041-913,1,0 ppm
25,S0016236113008041-913,1,1000 ppm
25,S0016236113008041-913,1,2000 ppm
25,S0016236113008041-913,1,13 kg
26,S0019103513005058-4210,1,2 m
26,S0019103513005058-4210,1,4.3 × 10−8 wt. %
26,S0019103513005058-4210,1,4.0 × 10−10 wt. %
26,S0019103513005058-4210,1,0.4–0.6 wt. %
26,S0019103513005058-4210,1,1:60
26,S0019103513005058-4210,1,1:1000
27,S0019103512002801-1927,1,0.1–0.2 s−1
27,S0019103512002801-1927,1,5–10 s
27,S0019103512002801-1927,1,10RRh
28,S0019103512003995-3548,1,1 μbar
28,S0019103512003995-3548,1,8250 K
28,S0019103512003995-3548,1,6000 K
28,S0019103512003995-3548,1,"11,000 K"
28,S0019103512003995-3548,1,3Rp
29,S0012821X13002185-1061,1,∼33.7 Ma
29,S0012821X13002185-1061,1,60% and 100%
29,S0012821X13002185-1061,1,∼400 ka
29,S0012821X13002185-1061,1,∼2 Ma
30,S0021979713004438-1969,1,10 μM
30,S0021979713004438-1969,1,pH 7–8
30,S0021979713004438-1969,1,10%
30,S0021979713004438-1969,1,3.91 nm
30,S0021979713004438-1969,1,500 nm × 500 nm
31,S0012821X13007309-1509,1,2–3‰
31,S0012821X13007309-1509,1,∼−27‰
31,S0012821X13007309-1509,1,4.3 m
31,S0012821X13007309-1509,1,∼−27‰
32,S0012821X13007309-1482,1,17.7 m
32,S0012821X13007309-1482,1,∼12 m
32,S0012821X13007309-1482,1,∼12.6 m
32,S0012821X13007309-1482,1,1 to 20 cm
32,S0012821X13007309-1482,1,93.90±0.15 Ma
32,S0012821X13007309-1482,1,86
33,S0022459611006116-1195,1,5≤2θ/°≤80
33,S0022459611006116-1195,1,0.02°
33,S0022459611006116-1195,1,50 min
34,S0019103512002801-1849,1,350 electrons
34,S0019103512002801-1849,1,1% level
34,S0019103512002801-1849,1,1 keV
35,S0019103511004994-1511,1,20 keV
35,S0019103511004994-1511,1,several tens of MeV
35,S0019103511004994-1511,1,86 s
35,S0019103511004994-1511,1,2005
35,S0019103511004994-1511,1,77.45°
35,S0019103511004994-1511,1,5.65 s
35,S0019103511004994-1511,1,0.66 s
36,S0019103512003995-1807,1,589.3 nm
36,S0019103512003995-1807,1,300–800 nm
